hotel_name,hotel_address,hotel_city,hotel_state,hotel_zipcode,hotel_phone
staystudio6 TOWNSEND GA,2201 GEORGIA HWY 57,TOWNSEND,GA,31331,9128324411
staystudio6 KNOXVILLE TN,258 HARRY LANE BLVD,KNOXVILLE,TN,37923,8656909777
staystudio6 GREENSBORO NC,2838 S ELM EUGENE ST,GREENSBORO,NC,27406,3369077796
staystudio6 AMARILLO TX,8601 CANYON DRIVE,AMARILLO,TX,79110,8064687100
staystudio6 BIRMINGHAM - BESSEMER,1000 SHILOH LN,BESSEMER,AL,35020,2054269646
staystudio6 NEWARK DE,100 MCINTOSH PLAZA,NEWARK,DE,19713,3024539100
staystudio6 IDAHO FALLS SNAKE RIVER,1100 LINDSAY BLVD,IDAHO FALLS,ID,83402,2085295400
staystudio6 DALLAS - SOUTH,4610 S RL THORNTON FRWY,DALLAS,TX,75224,2143716800
staystudio6 APACHE JUNCTION AZ,251 E 29TH AVENUE,APACHE JUNCTION,AZ,85119,4802888888
staystudio6 SEDALIA MO,3402 WEST BROADWAY BLVD,SEDALIA,MO,65301,6608275890
staystudio6 ROCK HILL,962 RIVERVIEW ROAD,ROCK HILL,SC,29730,8033293232
staystudio6 DUMAS TX,1712 S DUMAS AVE,DUMAS,TX,79029,8069356441
staystudio6 EL PASO - SOUTHEAST,12211 GATEWAY BLVD WEST,EL PASO,TX,79936,9158581600
staystudio6 WILDWOOD FL,345 E STATE ROAD 44,WILDWOOD,FL,34785,3527482000
staystudio6 DRUMS PA,1064 BERWICK HAZLETON HW,DRUMS,PA,18222,5707885887
staystudio6 CHARLES TOWN WV,106 JEFFERSON TERRACE RD,CHARLES TOWN,WV,25212,3047251403
staystudio6 PHILADELPHIA PA - BROOKLAWN NJ,801 CRESCENT BLVD,BROOKLAWN,NJ,08030,8564566688
staystudio6 PIGEON FORGE - PARKWAY,3626 PARKWAY,PIGEON FORGE,TN,37863,8654534225
staystudio6 LEBANON IN,405 NORTH MOUNT ZION RD,LEBANON,IN,46052,7654829999
staystudio6 MATTOON IL,4200 LAKE LAND BLVD,MATTOON,IL,61938,2172951601
staystudio6 MONTEREY DOWNTOWN,1240 MUNRAS AVE,MONTEREY,CA,93940,8313756002
staystudio6 SAN ANTONIO - WINDCREST,9903 I-35 NORTH,SAN ANTONIO,TX,78233,2106500087
staystudio6 EAU CLAIRE WI,2305 CRAIG ROAD,EAU CLAIRE,WI,54701,7158343193
staystudio6 BRIDGEVIEW IL,9625 SOUTH 76TH AVENUE,BRIDGEVIEW,IL,60455,7084301818
staystudio6 GREEN BAY - LAMBEAU,2870 RAMADA WAY,GREEN BAY,WI,54304,9204993599
staystudio6 MOLINE IL,2501 52ND AVENUE,MOLINE,IL,61265,3097975580
staystudio6 GLENDALE WI,5485 N PORT WASHINGTON,GLENDALE,WI,53217,4149617272
staystudio6 APPLETON WI,210 WESTHILL BLVD,APPLETON,WI,54914,9207335551
staystudio6 OAK CREEK WI,1201 WEST COLLEGE AVE,OAK CREEK,WI,53154,4147641776
staystudio6 MADISON EAST WI,4202 EAST TOWNE BLVD,MADISON,WI,53704,6082413861
staystudio6 WAUSAU WI,116 SOUTH 17TH AVE,WAUSAU,WI,54401,7152986440
staystudio6 NAPERVILLE IL,1585 NAPERVILLE WHEATON,NAPERVILLE,IL,60563,6303570022
staystudio6 LA CROSSE WI,2150 ROSE STREET,LA CROSSE,WI,54603,6087810400
staystudio6 ELK GROVE VILLAGE IL,1000 WEST DEVON AVE,ELK GROVE VILLAGE,IL,60007,8478952085
staystudio6 PROSPECT HEIGHTS IL,540 N MILWAUKEE AVENUE,PROSPECT HEIGHTS,IL,60070,8474590545
staystudio6 ELK GROVE VILLAGE - O'HARE,2881 TOUHY AVE,ELK GROVE VILLAGE,IL,60007,8478039400
staystudio6 CEDAR RAPIDS - AIRPORT,616 33RD AVENUE SW,CEDAR RAPIDS,IA,52404,3193662475
staystudio6 GRAND RAPIDS - AIRPORT,4855 28TH STREET SE,GRAND RAPIDS,MI,49512,6169573000
staystudio6 ST PAUL I-94,1739 OLD HUDSON RD,SAINT PAUL,MN,55106,6517715566
staystudio6 DELANO CA,405 CECIL AVE,DELANO,CA,93215,6617780930
staystudio6 MOJAVE - AIRPORT,16100 SIERRA HIGHWAY,MOJAVE,CA,93501,6618242421
staystudio6 GLASSBORO - ROWAN UNIVERSITY,133 DELSEA DRIVE SOUTH,GLASSBORO,NJ,08028,8568811000
staystudio6 JOURDANTON TX,1403 HIGHWAY 97 EAST,JOURDANTON,TX,78026,8307700562
"staystudio6 SAN MARCOS, TX - NORTH",1701 NORTH I-35,SAN MARCOS,TX,78666,5123958000
staystudio6 STOCKTON EAST CA,2533 NORTH PICCOLI RD,STOCKTON,CA,95215,2099316675
staystudio6 CAMERON MO,1920 BOB GRIFFIN ROAD,CAMERON,MO,64429,8166327300
staystudio6 INDIANAPOLIS - AIRPORT,5845 ROCKVILLE RD,INDIANAPOLIS,IN,46224,3172474100
staystudio6 CLINTON OK,2247 WEST GARY BLVD,CLINTON,OK,73601,5803236840
staystudio6 SALT LAKE CITY - CENTRAL,315 WEST 3300 SOUTH,SALT LAKE CITY,UT,84115,8014868780
staystudio6 JENNINGS LA,607 HOLIDAY DR,JENNINGS,LA,70546,3378248589
staystudio6 DECATUR GA,2572 CANDLER RD,DECATUR,GA,30032,4042545001
staystudio6 WHITE HOUSE TN,340 HESTER DRIVE,WHITE HOUSE,TN,37188,6156728850
staystudio6 BREMEN GA,35 PRICE CREEK ROAD,BREMEN,GA,30110,7705374646
staystudio6 FT WORTH CONVENTION CENTER,913 E NORTHSIDE DR,FORT WORTH,TX,76102,8173329693
staystudio6 FERNDALE WA,5671 RIVERSIDE DR,FERNDALE,WA,98248,3603844040
staystudio6 MODESTO - DOWNTOWN,807 NEEDHAM STREET,MODESTO,CA,95354,2095249641
staystudio6 EULESS - DFW WEST,1001 W AIRPORT FREEWAY,EULESS,TX,76040,8174455000
staystudio6 HOBBS NM,200 N MARLAND BLVD,HOBBS,NM,88240,5753934101
staystudio6 TOLEDO OH,5335 HEATHERDOWNS BLVD,TOLEDO,OH,43614,4198652308
staystudio6 TIFTON GA,1103 KING ROAD,TIFTON,GA,31793,2293820395
staystudio6 PORT ARTHUR,3000 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77642,4097296611
staystudio6 DALLAS - GARLAND/NORTHEAST,9801 ADLETA CT,DALLAS,TX,75243,2143425400
staystudio6 MCALLEN,700 SAVANNAH AVE,MCALLEN,TX,78503,9566687829
staystudio6 INGLESIDE,2920 ROCKLAND BLVD,INGLESIDE,TX,78362,3617751400
staystudio6 DALLAS RICHARDSON - NORTH,12301 NORTH CENTRAL EXPY,DALLAS,TX,75243,9727160600
staystudio6 BAY CITY TX,5511 7TH ST,BAY CITY,TX,77414,9792442400
staystudio6 BEAUMONT TX,2660 I-10 EAST,BEAUMONT,TX,77703,4099240571
staystudio6 BAKERSFIELD CA,6141 KNUDSEN DR,BAKERSFIELD,CA,93308,6613931277
staystudio6 SULPHUR LA,112 DENNIS AVE,SULPHUR,LA,70665,3375645780
staystudio6 LAFAYETTE - BROUSSARD,1441 S.E. EVANGELINE TRW,LAFAYETTE,LA,70501,3377067644
staystudio6 OPELIKA - AUBURN AL,2100 GATEWAY DRIVE,OPELIKA,AL,36801,3347376040
"staystudio6 ORANGE, TX",2502 HIGHWAY 62 NORTH,ORANGE,TX,77632,4098836000
staystudio6 GRAND PRAIRIE TX,406 E PALACE PARKWAY,GRAND PRAIRIE,TX,75050,9726429424
staystudio6 LUBBOCK MEDICAL CENTER,4521 MARSHA SHARP FRWY,LUBBOCK,TX,79407,8066876666
staystudio6 VAN NUYS,13561 SHERMAN WAY,VAN NUYS,CA,91405,8187800558
staystudio6 TULSA,8181 EAST 41ST STREET,TULSA,OK,74145,9186647241
staystudio6 ATLANTA - MARIETTA,2360 DELK RD,MARIETTA,GA,30067,7709522395
staystudio6 CONCORD CA,1370 MONUMENT BLVD,CONCORD,CA,94520,9258278998
staystudio6 SAN ANTONIO - LACKLAND AFB,6835 US HWY 90 WEST,SAN ANTONIO,TX,78227,2105563900
staystudio6 ARLINGTON TX,1607 N WATSON RD,ARLINGTON,TX,76006,8176404444
staystudio6 SAN ANTONIO - AIRPORT,11221 SAN PEDRO AVE,SAN ANTONIO,TX,78216,2103424800
staystudio6 DEL RIO,3808 VETERANS BLVD,DEL RIO,TX,78840,8307740006
staystudio6 SWEETWATER TX,501 NE GEORGIA AVE,SWEETWATER,TX,79556,3259334443
staystudio6 FT WORTH - WEST MEDICAL CENTER,7888 I-30 WEST,WHITE SETTLEMENT,TX,76108,8172465511
staystudio6 ROME - SKYTOP,20 CHATEAU DRIVE,ROME,GA,30161,7062912447
staystudio6 CYPRESS CA,5601 LINCOLN AVE,CYPRESS,CA,90630,7148284400
staystudio6 MESA AZ,560 S COUNTRY CLUB DR,MESA,AZ,85210,4809692200
staystudio6 OKLAHOMA CITY - AIRPORT,4601 SW 3RD ST,OKLAHOMA CITY,OK,73128,4059472400
"staystudio6 COLORADO CITY, TX",940 I-20 WEST,COLORADO CITY,TX,79512,3255000012
staystudio6 DALLAS - PLANO MEDICAL CENTER,4704 WEST PLANO PKWY,PLANO,TX,75093,9727588888
staystudio6 STATESBORO GA,126 RUSHING LANE,STATESBORO,GA,30458,9126814663
"staystudio6 SAN MARCOS, TX",2212 NORTH I-35,SAN MARCOS,TX,78666,7372134011
staystudio6 SAN ANTONIO TX - FT SAM HOUSTON AREA,3617 N PAN AM EXPRESSWAY,SAN ANTONIO,TX,78219,2102278888
"staystudio6 NEW BRAUNFELS, TX",1214 N. BUSINESS 35,NEW BRAUNFELS,TX,78130,8306099096
"staystudio6 BUDA, TX",5163 OVERPASS RD,BUDA,TX,78610,5123124506
staystudio6 CHAMBLEE GA,5280 PEACHTREE IND BLVD,CHAMBLEE,GA,30341,6788053400
staystudio6 AUGUSTA GA,3421 WRIGHTSBORO RD,AUGUSTA,GA,30909,7068493100
"staystudio6 YUKON, OK",11435 NW 4TH STREET,YUKON,OK,73099,4052651061
staystudio6 FORT WORTH,4850 NORTH FREEWAY,FORT WORTH,TX,76137,8178348001
staystudio6 DENTON - UNT,700 FORT WORTH DR,DENTON,TX,76201,9403875840
staystudio6 PORTLAND OR,4911 NE 82ND AVE,PORTLAND,OR,97220,5032559771
staystudio6 DALLAS - IRVING DFW AIRPORT EAST,3950 W. AIRPORT FREEWAY,IRVING,TX,75062,9727901950
staystudio6 CHARLOTTE NC,4416 SOUTH TRYON STREET,CHARLOTTE,NC,28217,7045228810
staystudio6 GORMAN - LEBEC,49713 GORMAN POST RD,GORMAN,CA,93243,6612486411
staystudio6 HOUSTON - CLEAR LAKE,15313 GULF FREEWAY,HOUSTON,TX,77034,2814841500
staystudio6 MUSKOGEE,1601 N. 32ND STREET,MUSKOGEE,OK,74401,9189105253
staystudio6 CHATTANOOGA TN,7324 SHALLOWFORD RD,CHATTANOOGA,TN,37421,4238921500
"staystudio6 INDIANAPOLIS, IN",3740 N HIGH SCHOOL RD,INDIANAPOLIS,IN,46224,3172936551
"staystudio6 Austin, TX - Airport",1901 Airport Commerce Drive,Austin,TX,78741,5125800393
"staystudio6 SAVANNAH, GA",60 W MONTGOMERY CROSS RD,SAVANNAH,GA,31406,9129211221
staystudio6 PLEASANTON TX,1167 W. OAKLAWN,PLEASANTON,TX,78064,8305692604
staystudio6 BEEVILLE TX,2180 HIGHWAY 59 EAST,BEEVILLE,TX,78102,3615424020
"staystudio6 TEMPLE, TX",802 NORTH GENERAL BRUCE,TEMPLE,TX,76504,2547713631
"staystudio6 PLANO, TX",1600 N. CENTRAL EXPY,PLANO,TX,75074,2145012343
"staystudio6 ST GEORGE, UT",999 EAST REDHILLS PKWY,ST GEORGE,UT,84770,4356284271
"staystudio6 COMMERCE, CA - LOS ANGELES",7701 E SLAUSON AVE,COMMERCE,CA,90040,3237285165
staystudio6 LUBBOCK TX,2551 S LOOP 289,LUBBOCK,TX,79423,8067451963
"staystudio6 SAN ANTONIO, TX",1500 I-35,SAN ANTONIO,TX,78204,2102713334
"staystudio6 HUNTSVILLE, TX",613 INTERSTATE 45 S,HUNTSVILLE,TX,77340,9362959151
"staystudio6 Corpus Christi, Tx",5850 Williams Dr.,Corpus Christi,TX,78412,3619061500
"staystudio6 PEKIN, IL",2801 COURT ST,PEKIN,IL,61554,3093475533
"staystudio6 DALLAS, TX",10326 FINNELL STREET,DALLAS,TX,75220,2149049666
staystudio6 VICTORVILLE - APPLE VALLEY,16868 STODDARD WELLS RD,VICTORVILLE,CA,92394,7605964000
"staystudio6 MERCED, CA",1213 V ST,MERCED,CA,95341,2097233711
staystudio6 BRYAN TX - TEXAS AVENUE,1601 S TEXAS AVE,BRYAN,TX,77802,9798226196
"staystudio6 Sparks, NV Tahoe Reno Industrial Center",795 USA PARKWAY,MCCARRAN,NV,89434,7754732498
"staystudio6 TYLER, TX",3303 TROUP HIGHWAY,TYLER,TX,75701,9035955188
"staystudio6 CLARION, PA",24 UNITED DRIVE,CLARION,PA,16214,8142268682
"staystudio6 TYLER, TX - NORTHWEST",2739 W NW LOOP 323,TYLER,TX,75702,9035319513
"staystudio6 Burleson, TX",12450 South Freeway,Burleson,TX,76028,8174472000
"staystudio6 LONGVIEW, TX",717 HIGHWAY 31 SOUTH,LONGVIEW,TX,75604,9037578887
"staystudio6 ANAHEIM, CA",1251 N HARBOR BLVD,ANAHEIM,CA,92801,7146356461
"staystudio6 BUTTONWILLOW, CA",20638 TRACY AVE,BUTTONWILLOW,CA,93206,6617645153
"staystudio6 VERO BEACH, FL",8800 20TH ST,VERO BEACH,FL,32966,7725629991
staystudio6 MONROE - WEST MONROE,1501 MLK JR. DRIVE,MONROE,LA,71202,3185378993
"staystudio6 BARSTOW, CA",150 YUCCA AVENUE,BARSTOW,CA,92311,4422959042
"staystudio6 ALEXANDRIA, LA",742 MACARTHUR DRIVE,ALEXANDRIA,LA,71301,3184481611
"staystudio6 ENGLEWOOD, FL",2540 S. MCCALL RD,ENGLEWOOD,FL,34224,9414745544
"staystudio6 Cincinnati - Springdale, OH",11645 Chesterdale Road,Springdale,OH,45246,5137712457
"staystudio6 Lake Charles, LA",2607 Admiral King Street,Lake Charles,LA,70615,3376026475
"staystudio6 Houston, TX - Intercontinental Airport South",6 N Sam Houston Parkway East,Houston,TX,77060,2814476888
staystudio6 FAIRFIELD - NAPA VALLEY CA,4376 CENTRAL PLACE,FAIRFIELD,CA,94534,7078640800
"staystudio6 Houston, TX – East",13213 East Freeway,Houston,TX,77015,8329624906
staystudio6 Little Rock West,10524 West Markham St,Little Rock,AR,72205,5012229251
"staystudio6 HAMPTON, VA - LANGLEY AFB AREA",1616 HARDY CASH DRIVE,HAMPTON,VA,23665,7579512000
"staystudio6 KILLEEN, TX",1502 E. CENTRAL TX EXPY,KILLEEN,TX,76541,2546347795
"staystudio6 Columbus, OH",2084 South Hamilton Road,Columbus,OH,43232,6148648844
"staystudio6 Houston, TX – Spring",415 FM 1960 Road,Houston,TX,77073,2817841112
"staystudio6 New Orleans, LA",12330 I-10 Service Road,New Orleans,LA,70128,5042409778
"staystudio6 Pascagoula, MS",4419 DENNY AVE,PASCAGOULA,MS,39581,2286969011
"staystudio6 Ocean Springs, MS",2873 Bienville Blvd,Ocean Springs,MS,39564,2288750123
"staystudio6 Leesville, LA",1304 Entrance Road,Leesville,LA,71446,3374047581
staystudio6 NIAGARA FALLS,5700 STANLEY AVE,NIAGARA FALLS,ON,L2G 3X5,9053566696
staystudio6 LONDON ONTARIO,810 EXETER RD,LONDON,ON,N6E 1L5,5196800900
staystudio6 HUNTSVILLE,70 HOWLAND DRIVE,HUNTSVILLE,ON,P1H 2P9,7057870118
staystudio6 SASKATOON SK,231 MARQUIS DR,SASKATOON,SK,S7R1B7,3066656688
staystudio6 RED DEER,900-5001 19TH ST,RED DEER,AB,T4R 3R1,4033401749
staystudio6 STONY PLAIN,66 BOULDER BLVD.,STONY PLAIN,AB,T7Z 1V7,7809685123
staystudio6 PETERBOROUGH,133 LANSDOWNE STREET E,PETERBOROUGH,ON,K9J 7P7,7057480550
staystudio6 GRANDE PRAIRIE AB,15402-101 STREET,GRANDE PRAIRIE,AB,T8V 0P7,7808307744
staystudio6 ESTEVAN SK,88 KING ST. EAST,ESTEVAN,SK,S4A2A4,3066348666
staystudio6 KINGSTON ON,1542 ROBINSON COURT,KINGSTON,ON,K7P 0K4,6135076666
staystudio6 BRANDON MB,815 MIDDLETON AVE,BRANDON,MB,R7C 1A8,2047264000
staystudio6 HEADINGLEY-WINNIPEG WEST,4400 PORTAGE AVE,HEADINGLEY,MB,R4H1C6,2048969000
staystudio6 SWIFT CURRENT SK,1185 5TH AVE NE,SWIFT CURRENT,SK,S9H5N7,3067786060
staystudio6 MOOSOMIN SK,405 OGILVIE STREET,MOOSOMIN,SK,S0G3N0,3064353666
staystudio6 REGINA SK,2050 VICTORIA AVE EAST,REGINA,SK,S4N 7B9,3065652251
staystudio6 AIRDRIE AB,133 GATEWAY DRIVE NE,AIRDRIE,AB,T4B 0J6,4039600055
staystudio6 LETHBRIDGE AB,1142 MAYOR MAGRATH DR S.,LETHBRIDGE,AB,T1K 2P8,4033284436
staystudio6 INNISFAIL AB,4512 42ND AVENUE,INNISFAIL,AB,T4G 1P6,4032272214
staystudio6 WINDSOR ON,2000 HURON CHURCH RD,WINDSOR,ON,N9C2L5,5199668811
"staystudio6 KERROBERT, SK",118 PACIFIC AVE,KERROBERT,SK,S0L 1R0,3068342681
staystudio6 TRENTON ON,10 TRENTON STREET,TRENTON,ON,K8V 4M9,6133929291
"staystudio6 FORT ST. JOHN, B.C.",9810 100 ST,FORT ST. JOHN,BC,V1J3Y1,2507856647
"staystudio6 SUDBURY, ON",1222 PIONEER ROAD,SUDBURY,ON,P3G 1A6,7054703004
"staystudio6 FORT NELSON, B.C",4307 50 AVE S,FORT NELSON,BC,VOC 1R0,2507748500
"staystudio6 KAMLOOPS, BC",1763 TRANSCANADA HWY E,KAMLOOPS,BC,3Z6,2503748944
"staystudio6 MONCTON, NB",1905 MAIN STREET WEST,MONCTON,NB,E1E 1H9,5063822587
"staystudio6 CRANBROOK, BC",910 CRANBROOK STREET,CRANBROOK,BC,V1C 3S3,2504266266
"staystudio6 CAMROSE, AB",6216-48 AVE,CAMROSE,AB,T4V 0K6,7806723377
"staystudio6 Victoria Airport - Saanichton, BC",2401 Mount Newton Cross Road,Saanichton,BC,V8M 1T8,2506524464
